Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,Ţara
053,LERCANIDIPINUM,,,0532001,,Lerkamen®,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",Germania
053,LERCANIDIPINUM,,,0532002,,Lercanidipino STADA,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",Spania
053,LERCANIDIPINUM,,,0532003,,Lercanid-BP,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
053,LERCANIDIPINUM,,,0532004,,Lercania,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Farmak SA, Ucraina(PROD: Farmak SA, Ucraina; )",Ucraina
053,LERCANIDIPINUM,,,0532005,,Vanlerc,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Ucraina
524,LEVETIRACETAMUM,,,5241001,,Levetiracetam Desitin®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Desitin Arzneimittel GmbH, Germania(PROD: Desitin Arzneimittel GmbH, Germania; )",Germania
524,LEVETIRACETAMUM,,,5241002,,Levicitam,N03AX14,Full,Pentru tratamentul epilepsiei,,"Pharma Start, Ucraina(PROD: Pharma Start, Ucraina; )",Ucraina
524,LEVETIRACETAMUM,,,5241004,,Levitsun,N03AX14,Full,Pentru tratamentul epilepsiei,,"SunGlow Lifescience Private Limited, India(PROD: SunGlow Lifescience Private Limited, India; )",India
524,LEVETIRACETAMUM,,,5241005,,Logufen,N03AX14,Full,Pentru tratamentul epilepsiei,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
524,LEVETIRACETAMUM,,,5242001,,Levetiracetam Desitin®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Desitin Arzneimittel GmbH, Germania(PROD: Desitin Arzneimittel GmbH, Germania; )",Germania
524,LEVETIRACETAMUM,,,5242002,,Levicitam,N03AX14,Full,Pentru tratamentul epilepsiei,,"Pharma Start, Ucraina(PROD: Pharma Start, Ucraina; )",Ucraina
524,LEVETIRACETAMUM,,,5242004,,Levitsun,N03AX14,Full,Pentru tratamentul epilepsiei,,"SunGlow Lifescience Private Limited, India(PROD: SunGlow Lifescience Private Limited, India; )",India
524,LEVETIRACETAMUM,,,5242005,,Logufen,N03AX14,Full,Pentru tratamentul epilepsiei,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
524,LEVETIRACETAMUM,,,5243001,,Levetiracetam Desitin®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Desitin Arzneimittel GmbH, Germania(PROD: Desitin Arzneimittel GmbH, Germania; )",Germania
524,LEVETIRACETAMUM,,,5243004,,Levitsun,N03AX14,Full,Pentru tratamentul epilepsiei,,"SunGlow Lifescience Private Limited, India(PROD: SunGlow Lifescience Private Limited, India; )",India
524,LEVETIRACETAMUM,,,5243005,,Levesto®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
524,LEVETIRACETAMUM,,,5242006,,Levesto®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
524,LEVETIRACETAMUM,,,5241006,,Levesto®,N03AX14,Full,Pentru tratamentul epilepsiei,,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
601,LEVODOPUM + CARBIDOPUM,,,6011001,,Isicom® 250 mg/25 mg,N04BA02,Full,Pentru tratamentul bolii şi sindromului Parkinson,,Desitin Arzneimittel GmbH,Germania
601,LEVODOPUM + CARBIDOPUM,,,6011002,,Nakom®,N04BA02,Full,Pentru tratamentul bolii şi sindromului Parkinson,,Lek Pharmaceuticals d.d./Ljubljana,Slovenia
601,LEVODOPUM + CARBIDOPUM,,,6011004,,Levocom,N04BA02,Full,Pentru tratamentul bolii şi sindromului Parkinson,,Pharma Start,Ucraina
523,LEVOMEPROMAZINUM,,,5231001,,Tisercin®,N05AA02,Full,Pentru tratamentul bolilor psihice,,Egis Pharmaceuticals PLC,Ungaria
043,LEVOTHYROXINUM,,,0431001,,Euthyrox®,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Germania
043,LEVOTHYROXINUM,,,0431002,,L-Thyroxin 50 Berlin-Chemie,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Berlin-Chemie AG (Menarini Group),Germania
043,LEVOTHYROXINUM,,,0432001,,Euthyrox®,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Austria
043,LEVOTHYROXINUM,,,0432002,,L-Thyroxin 75 Berlin-Chemie,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Berlin-Chemie AG (Menarini Group),Germania
043,LEVOTHYROXINUM,,,0433001,,Euthyrox®,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Merck KGaA,Germania
043,LEVOTHYROXINUM,,,0433002,,L-Thyroxin 100 Berlin-Chemie,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Berlin-Chemie AG (Menarini Group),Germania
718,LINAGLIPTINUM,,,7181001,,Linavus,A10BH05,Partial,Pentru tratamentul diabetului zaharat,,"Hama Pharma, Siria(PROD: Hama Pharma, Siria; )",Siria
008,LISINOPRILUM,,,0082002,,Diroton®,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Ungaria
008,LISINOPRILUM,,,0082014,,Lizitar-LF,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Lekpharm SRL,Republica Belarus
008,LISINOPRILUM,,,0082015,,MAC-Nopril,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Replek Farm Ltd.,Macedonia
008,LISINOPRILUM,,,0082016,,Lisinopril-BP,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
008,LISINOPRILUM,,,0083001,,Lopril®,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bosnalijek, Pharmaceutical and Chemical Industry JSC",Bosnia şi Herţegovina
008,LISINOPRILUM,,,0083002,,Diroton®,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Ungaria
008,LISINOPRILUM,,,0083012,,Lisinopril Grindeks,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Grindeks SA,Letonia
008,LISINOPRILUM,,,0083015,,Lisinopril Atb® 10 mg,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Antibiotice SA, SC",România
008,LISINOPRILUM,,,0083022,,Lizitar-LF,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Lekpharm SRL,Republica Belarus
008,LISINOPRILUM,,,0083023,,MAC-Nopril,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Replek Farm Ltd.,Macedonia
008,LISINOPRILUM,,,0083025,,Lisinopril-BP,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
008,LISINOPRILUM,,,0084001,,Lopril®,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bosnalijek, Pharmaceutical and Chemical Industry JSC",Bosnia şi Herţegovina
008,LISINOPRILUM,,,0084002,,Diroton®,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Gedeon Richter PLC,Ungaria
008,LISINOPRILUM,,,0084008,,Lisinopril Grindeks,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Grindeks SA,Letonia
008,LISINOPRILUM,,,0084013,,Lisinopril Atb® 20 mg,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Antibiotice SA, SC",România
008,LISINOPRILUM,,,0084015,,Lizitar-LF,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Lekfarm SRL,Republica Belarus
008,LISINOPRILUM,,,0084016,,MAC-Nopril,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,Replek Farm Ltd.,Macedonia
008,LISINOPRILUM,,,0084018,,Lisinopril-BP,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
085,LISINOPRILUM+AMLODIPINUM,,,0851001,,Ekvator® 10 mg/5 mg,C09BB03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",Ungaria
039,LOSARTANUM,,,0391001,,Lorista®,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto (prod.: KRKA d.d., Novo mesto, Slovenia; TAD Pharma GmbH, Germania)",Slovenia
039,LOSARTANUM,,,0391003,,Sentor®,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC (prod.: Uzina farmaceutică Polfa din Grodzisk SAD, Polonia)",Ungaria
039,LOSARTANUM,,,0391004,,Losartan-BP,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
039,LOSARTANUM,,,0391006,,Losartan Zentiva 50 mg,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Zentiva a.s. (prod.: Saneca Pharmaceuticals a.s., Slovacia; Zentiva k.s., Cehia)",Slovacia
039,LOSARTANUM,,,0391007,,Klosart®,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,Kusum Pharm SRL,Ucraina
039,LOSARTANUM,,,0391010,,EKLIPS,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., India; )",Turcia
039,LOSARTANUM,,,0391012,,Losartan-ACOS,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SA Biokom, Rusia(PROD: SA Biokom, Rusia; )",Rusia
039,LOSARTANUM,,,0392001,,Lorista®,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto (prod.: KRKA d.d., Novo mesto, Slovenia; TAD Pharma GmbH, Germania)",Slovenia
039,LOSARTANUM,,,0392003,,Sentor®,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC (prod.: Uzina farmaceutică Polfa din Grodzisk SAD, Polonia)",Ungaria
039,LOSARTANUM,,,0392005,,Losartan-BP,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals  SRL, Republica Moldova(PROD: Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
039,LOSARTANUM,,,0392006,,EKLIPS,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., India; )",Turcia
040,LOSARTANUM+HYDROCHLORTHIAZIDUM,,,0401002,,Co-Sentor®,C09DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Ungaria
040,LOSARTANUM+HYDROCHLORTHIAZIDUM,,,0401003,,Lorista® HD,C09DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,TAD Pharma GmbH, Germania; )",Slovenia
040,LOSARTANUM+HYDROCHLORTHIAZIDUM,,,0402002,,Co-Sentor®,C09DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Ungaria
040,LOSARTANUM+HYDROCHLORTHIAZIDUM,,,0402003,,Lorista® H,C09DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",Slovenia
857,MELOXICAMUM,957,,8572001,9572001,Meloflam®,M01AC06,Full,pentru tratamentul episodic,,Egis Pharmaceuticals PLC,Ungaria
857,MELOXICAMUM,957,,8572002,9572002,Melox® Fort,M01AC06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
857,MELOXICAMUM,957,,8572003,9572003,Meloxicam,M01AC06,Full,pentru tratamentul episodic,,"Eurofarmaco SA, ÎCS",Republica Moldova
857,MELOXICAMUM,957,,8572004,9572004,Meloxicam-BP,M01AC06,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
857,MELOXICAMUM,957,,8572005,9572005,Movalis®,M01AC06,Full,pentru tratamentul episodic,,"Boehringer Ingelheim International GmbH (prod.: Boehringer Ingelheim Ellas AE, Grecia; Boehringer Ingelheim Pharma GmbH&Co.KG, Germania)",Germania
857,MELOXICAMUM,957,,8572006,9572006,Zeloxim Fort®,M01AC06,Full,pentru tratamentul episodic,,Bilim Pharmaceuticals AS,Turcia
857,MELOXICAMUM,957,,8572009,9572009,Loxidol,M01AC06,Full,pentru tratamentul episodic,,"World Medicine Ilac Sanayi ve Ticaret A.Ș., Turcia(PROD: World Medicine Ilac Sanayi ve Ticaret A.Ș., Turcia; )",Turcia
857,MELOXICAMUM,957,,8572010,9572010,Meloksikam,M01AC06,Full,pentru tratamentul episodic,,"Replek Farm Ltd. Skopje, R. Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, R. Macedonia de Nord; )",R. Macedonia de Nord
857,MELOXICAMUM,957,,8573001,9573001,Melox®,M01AC06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
857,MELOXICAMUM,957,,8574001,9574001,Meloflex,M01AC06,Full,pentru tratamentul episodic,,"Rompharm Company SRL, SC",România
857,MELOXICAMUM,957,,8574001,9574001,Meloflex,M01AC06,Full,pentru tratamentul episodic,,"Rompharm Company SRL, SC",România
857,MELOXICAMUM,957,,8574002,9574002,Meloxicam-BP,M01AC06,Full,pentru tratamentul episodic,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
857,MELOXICAMUM,957,,8574003,9574003,Zeloxim®,M01AC06,Full,pentru tratamentul episodic,,"Bilim Pharmaceuticals AS (prod.: Bilim Pharmaceuticals AS, Turcia; Idol Pharmaceuticals, Turcia)",Turcia
857,MELOXICAMUM,957,,8574005,9574005,Melox®,M01AC06,Full,pentru tratamentul episodic,,"Nobel Ilac Sanayii ve Ticaret A.Ş. (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia)",Turcia
857,MELOXICAMUM,957,,8576001,9576001,Remelox,M01AC06,Full,pentru tratamentul episodic,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
405,MELOXICAMUM,,,4052006,,Zeloxim Fort®,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,Bilim Pharmaceuticals AS,Turcia
405,MELOXICAMUM,,,4056001,,Remelox,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
405,MELOXICAMUM,,,4052005,,Movalis®,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Boehringer Ingelheim International GmbH (prod.: Boehringer Ingelheim Ellas AE, Grecia; Boehringer Ingelheim Pharma GmbH&Co.KG, Germania)",Germania
405,MELOXICAMUM,,,4052004,,Meloxicam-BP,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Republica Moldova
405,MELOXICAMUM,,,4052003,,Meloxicam,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Eurofarmaco SA, ÎCS",Republica Moldova
405,MELOXICAMUM,,,4052002,,Melox® Fort,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
405,MELOXICAMUM,,,4053001,,Melox®,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",Turcia
405,MELOXICAMUM,,,4052010,,Meloksikam,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Replek Farm Ltd. Skopje, R. Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, R. Macedonia de Nord; )",R. Macedonia de Nord
405,MELOXICAMUM,,,4052001,,Meloflam®,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,Egis Pharmaceuticals PLC,Ungaria
405,MELOXICAMUM,,,4052009,,Loxidol,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"World Medicine Ilac Sanayi ve Ticaret A.Ș., Turcia(PROD: World Medicine Ilac Sanayi ve Ticaret A.Ș., Turcia; )",Turcia
059,MEMANTINUM,,,0591002,,Memantine-Richter,N06DX01,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Ungaria
059,MEMANTINUM,,,0591002,,Memantine-Richter,N06DX01,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Ungaria
059,MEMANTINUM,,,0591004,,Tingreks®,N06DX01,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Grindeks SA, Letonia(PROD: Grindeks SA, Letonia; )",Letonia
059,MEMANTINUM,,,0591004,,Tingreks®,N06DX01,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Grindeks SA, Letonia(PROD: Grindeks SA, Letonia; )",Letonia
059,MEMANTINUM,,,0591005,,Denigma®,N06DX01,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
059,MEMANTINUM,,,0591006,,Mantomed,N06DX01,Partial,Pentru tratamentul demenței(bolii Alzheimer),,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
654,MEMANTINUM,754,,6541002,7541002,Memantine-Richter,N06DX01,Full,pentru tratamentul episodic,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Ungaria
654,MEMANTINUM,754,,6541002,7541002,Memantine-Richter,N06DX01,Full,pentru tratamentul episodic,,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; ,Gedeon Richter Polska Sp z.o.o, Polonia; )",Ungaria
654,MEMANTINUM,754,,6541004,7541004,Tingreks®,N06DX01,Full,pentru tratamentul episodic,,"Grindeks SA, Letonia(PROD: Grindeks SA, Letonia; )",Letonia
654,MEMANTINUM,754,,6541004,7541004,Tingreks®,N06DX01,Full,pentru tratamentul episodic,,"Grindeks SA, Letonia(PROD: Grindeks SA, Letonia; )",Letonia
654,MEMANTINUM,754,,6541005,7541005,Denigma®,N06DX01,Full,pentru tratamentul episodic,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
654,MEMANTINUM,754,,6541006,7541006,Mantomed,N06DX01,Full,pentru tratamentul episodic,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",Cipru
027,MESALAZINUM,,,0273003,,Misal,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
027,MESALAZINUM,,,0275001,,Mesalazol,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
027,MESALAZINUM,,,0275002,,Misal,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",India
027,MESALAZINUM,,,0276001,,Mecolzine,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"FAES FARMA S.A., Spania(PROD: FAES FARMA S.A., Spania; )",Spania
027,MESALAZINUM,,,0276002,,Salmimet,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia; )",Turcia
027,MESALAZINUM,,,0274002,,Mesalazol,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",Republica Moldova
027,MESALAZINUM,,,0274003,,Mecolzine,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"FAES FARMA S.A., Spania(PROD: Laboratorios Vitoria S.A, Portugalia; )",Spania
701,METFORMINUM,,,7011001,,Siofor® XR 500,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",Germania
701,METFORMINUM,,,7013001,,Siofor® XR 1000,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",Germania
703,METFORMINUM,,,7031005,,Siofor® 500,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,Berlin-Chemie AG,Germania
703,METFORMINUM,,,7031007,,Glucophage®,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Merck Sante s.a.s. (prod.: Merck Sante s.a.s., Franţa; Merck SL, Spania)",Franţa
703,METFORMINUM,,,7031007,,Glucophage®,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Merck Sante s.a.s. (prod.: Merck Sante s.a.s., Franţa; Merck SL, Spania)",Franţa
703,METFORMINUM,,,7031014,,Metformin-BP,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Balkan Pharmaceuticals  SRL, Republica Moldova(PROD: Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
703,METFORMINUM,,,7031015,,Brotmin,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd (Factory AZ), Cipru; )",Cipru
703,METFORMINUM,,,7031016,,Metafora,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Ucraina
703,METFORMINUM,,,7032006,,Siofor® 850,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,Berlin-Chemie AG,Germania
703,METFORMINUM,,,7032013,,Glifor®,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Bilim  Ilac Sanayi Ve Ticaret A.Ș, Turcia)",Turcia
703,METFORMINUM,,,7032015,,Metformin-BP,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Balkan Pharmaceuticals  SRL, Republica Moldova(PROD: Balkan Pharmaceuticals SRL, Republica Moldova; )",Republica Moldova
703,METFORMINUM,,,7032016,,Matofin,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Sanovel İlaç San. Ve Tic. A.Ş., Turcia(PROD: Sanovel İlaç San. Ve Tic. A.Ş., Turcia; )",Turcia
703,METFORMINUM,,,7032017,,Brotmin,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd (Factory AZ), Cipru; )",Cipru
703,METFORMINUM,,,7032018,,Metafora,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Ucraina
703,METFORMINUM,,,7033001,,Metfogamma® 1000,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Worwag Pharma GmbH&Co.KG (prod.: Dragenopharm Apotheker Puschl GmbH, Germania)",Germania
703,METFORMINUM,,,7033002,,Siofor®1000,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Laboratori Guidotti SpA (Menarini Group) (prod.: Berlin-Chemie AG (Menarini Group), Germania; Dragenopharm Apotheker Puschl GmbH&Co.KG, Germania; Menarini-Von Heyden GmbH, Germania)",Italia
