CodDiagnostic,DenDiagnostic,DenSubClasaDiagnostic,DenClasaDiagnostic
S067,Leziune traumatica intracraniana cu coma prelungita,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S068,Alte leziuni traumatice intracraniene,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S069,"Leziune traumatica intracraniana, fara precizare",Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S070,Zdrobirea traumatica a fetei,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S071,Zdrobirea traumatica a capului,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S078,"Zdrobirea traumatica a capului, cu alte localizari",Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S079,"Zdrobirea traumatica a capului, localizare neprecizata",Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S080,Scalparea pielii paroase a capului,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S081,Amputatia traumatica a urechii,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S088,"Amputatia traumatica a capului, cu alte localizari",Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S089,"Amputatia traumatica partiala a capului, cu localizare neprecizata",Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S090,"Leziuni traumatice ale vaselor sangvine ale capului, neclasate la alte locuri",Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S091,Leziunea traumatica a muschilor si tendoanelor capului,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S092,Ruptura traumatica a timpanului,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S097,Leziuni traumatice multiple ale capului,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S098,Alte leziuni traumatice precizate ale capului,Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S099,"Leziune traumatica a capului, fara precizare",Leziuni traumatice ale capului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S100,Contuzia gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S101,"Leziunea traumatica superficiala a gitului, alte localizari si fara precizare",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S107,Leziuni traumatice superficiale multiple ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S108,Leziunea traumatica superficiala cu alte localizari ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S109,"Leziunea traumatica superficiala a gitului, localizare neprecizata",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S110,Plaga deschisa cu atingerea laringelui si traheii,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S111,Plaga deschisa cu atingerea tiroidei,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S112,Plaga deschisa cu atingerea faringelui si esofagului cervical,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S117,Plaga deschisa multipla a gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S118,Plaga deschisa cu alte localizari a gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S119,"Plaga deschisa a gitului, localizare neprecizata",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S120,Fractura primei vertebre cervicale,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S121,Fractura vertebrei a II-a cervicale,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S122,Fractura altor vertebre cervicale precizate,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S127,Fracturi multiple ale coloanei vertebrale cervicale,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S128,Fractura cu alte localizari ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S129,"Fractura gitului, localizare neprecizata",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S130,Ruptura traumatica a unui disc intervertebral cervical,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S131,Luxatia unei vertebre cervicale,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S132,Luxatii cu alte localizari ale gitului si neprecizate,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S133,Luxatii multiple ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S134,Luxatia si entorsa coloanei cervicale,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S135,Luxatia si entorsa regiunii tiroidiene,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S136,Entorsa articulatiilor si intinderea ligamentelor cu alte localizari sau neprecizate ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S140,Comotia si edemul maduvei spinarii cervicale,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S141,"Leziunea traumatica a maduvei spinarii cervicale, alte si neprecizate",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S142,Leziunea traumatica a radacinii nervoase a coloanei vertebrale cervicale,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S143,Leziunea traumatica a plexului brahial,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S144,Leziunea traumatica a nervilor periferici ai gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S145,Leziunea traumatica a nervilor simpatici cervicali,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S146,"Leziunea traumatica a nervilor gitului, alte si neprecizate",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S150,Leziunea traumatica a carotidei,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S151,Leziunea traumatica a arterei vertebrale,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S152,Leziunea traumatica a venei jugulare externe,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S153,Leziunea traumatica a venei jugulare interne,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S157,Leziunea traumatica a mai multor vase sangvine ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S158,Leziunea traumatica a altor vase sangvine ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S159,Leziunea traumatica a vaselor sangvine neprecizate ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S16,Leziunea traumatica a muschilor si tendoanelor gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S170,Zdrobirea traumatica a laringelui si traheii,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S178,"Zdrobirea traumatica a gitului, cu alte localizari",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S179,"Zdrobirea traumatica a gitului, localizare neprecizata",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S18,Amputatia traumatica la nivelul gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S197,Leziuni traumatice multiple ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S198,Alte leziuni traumatice precizate ale gitului,Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S199,"Leziune traumatica a gitului, fara precizare",Leziuni traumatice ale gatului,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S200,Contuzia sinului,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S201,"Leziuni traumatice superficiale ale sinului, alte si neprecizate",Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S202,Contuzia toracelui,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S203,Alte leziuni traumatice superficiale ale peretelui toracic anterior,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S204,Alte leziuni traumatice superficiale ale peretelui toracic posterior,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S207,Leziuni traumatice superficiale multiple ale toracelui,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S208,Leziuni traumatice superficiale cu alte localizari si neprecizate ale toracelui,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S210,Plaga deschisa a sinului,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S211,Plaga deschisa a peretelui toracic anterior,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S212,Plaga deschisa a peretelui toracic posterior,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S217,Plagi deschise multiple ale peretelui toracic,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S218,"Plaga deschisa a toracelui, localizare neprecizata",Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S220,Fractura unei vertebre dorsale,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S221,Fracturi multiple ale coloanei vertebrale dorsale,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S222,Fractura sternului,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S223,Fractura de coasta,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S224,Fracturi multiple de coaste,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S225,Volet costal,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
S228,Fracturi cu alte localizari ale oaselor toracelui,Leziuni traumatice ale toracelui,"Leziuni traumatice, otraviri si alte consecinte ale cauzelor externe"
